price,datetime,market_cap,volume
83884.24578828987,2025-03-13 00:00:00,1662502658717.542,41782186208.59073
81098.90052436228,2025-03-14 00:00:00,1608477373718.186,32583592654.882656
83971.70916064628,2025-03-15 00:00:00,1665725559905.8198,28571483950.074646
84391.69087647168,2025-03-16 00:00:00,1674173293916.4658,10761796127.312485
82610.61750343916,2025-03-17 00:00:00,1638672153483.722,21638031633.118767
84075.36559694471,2025-03-18 00:00:00,1667799227887.438,19659366246.596867
82780.03048688271,2025-03-19 00:00:00,1642578274105.806,24557570268.85276
86815.44109470697,2025-03-20 00:00:00,1721565138141.278,33871216993.304657
84270.84358966233,2025-03-21 00:00:00,1672550706502.8184,27579127651.06656
84009.532917822,2025-03-22 00:00:00,1666749159154.2927,18091004975.919056
83793.30854192551,2025-03-23 00:00:00,1662574363663.653,7771134681.982918
85787.70914901773,2025-03-24 00:00:00,1702009594329.4495,12617587530.619724
87327.72969669085,2025-03-25 00:00:00,1732715331970.134,27270889835.1835
87520.58391530563,2025-03-26 00:00:00,1735368473904.4885,30351832942.705593
86960.8555491039,2025-03-27 00:00:00,1724854479045.6724,25522877558.700558
87227.27158032371,2025-03-28 00:00:00,1729729987159.4822,24620445368.489468
84359.46915506005,2025-03-29 00:00:00,1673182800974.1038,31674486232.097313
82679.17255385047,2025-03-30 00:00:00,1640665503855.1438,16837439419.924389
82356.38111183756,2025-03-31 00:00:00,1633996304187.2593,13428975108.070734
82514.09365397849,2025-04-01 00:00:00,1635076581047.3545,30326148749.91535
85237.5876052852,2025-04-02 00:00:00,1690602036035.04,29172899851.734768
82526.4221526433,2025-04-03 00:00:00,1637358764747.381,46332905657.77597
83163.98757387721,2025-04-04 00:00:00,1652537223074.958,36594464539.14662
83852.00765399594,2025-04-05 00:00:00,1664234880198.049,35647289400.47406
83595.88550177493,2025-04-06 00:00:00,1656020067997.187,14910400035.531416
78211.48358199988,2025-04-07 00:00:00,1555325260787.2627,36140377231.68329
79179.29226757778,2025-04-08 00:00:00,1581407565278.352,82909748172.59216
76329.090356324,2025-04-09 00:00:00,1515042499757.3254,47812787635.22632
82622.17029546302,2025-04-10 00:00:00,1640567909122.172,87408220482.11568
79596.35732250768,2025-04-11 00:00:00,1580023209138.0547,41213520154.25157
83439.28818043756,2025-04-12 00:00:00,1655868880454.1702,39813566443.76779
85305.09728392666,2025-04-13 00:00:00,1693600655371.0874,22428929482.069122
83600.82010054543,2025-04-14 00:00:00,1658923208081.8682,28731125717.934357
84523.4524914945,2025-04-15 00:00:00,1677843510120.269,33155578229.343513
83656.49248858042,2025-04-16 00:00:00,1660749023283.0562,25084671427.622566
84105.77942167096,2025-04-17 00:00:00,1670497569762.047,26948109141.803364
84930.90857600998,2025-04-18 00:00:00,1686226810049.1836,19323821375.14309
84433.75017215389,2025-04-19 00:00:00,1676373197914.5117,9550691272.782005
85126.66244301842,2025-04-20 00:00:00,1690090596771.3958,12635983530.804455
85073.16544858096,2025-04-21 00:00:00,1689008667806.3804,12625843856.313684
87452.04699068287,2025-04-22 00:00:00,1735703747771.06,40070025414.28289
93576.16588573981,2025-04-23 00:00:00,1858587811717.8286,53841992235.36636
93605.45230873208,2025-04-24 00:00:00,1858660302322.256,39901515879.65954
93872.81422867288,2025-04-25 00:00:00,1864298110563.3408,30031246761.093452
94773.11200643536,2025-04-26 00:00:00,1882121595175.8462,39336184715.04292
94644.06637120107,2025-04-27 00:00:00,1879131951239.1846,15445392739.787264
93809.33781968223,2025-04-28 00:00:00,1862772247122.064,15926259371.057959
95030.60645474444,2025-04-29 00:00:00,1887067388174.3481,31913814736.53902
94256.35946318062,2025-04-30 00:00:00,1870818389258.4038,25882629766.278946
94235.75331048167,2025-05-01 00:00:00,1871350362569.0933,26541700309.366146
96426.94522273027,2025-05-02 00:00:00,1914884389769.3945,30207566405.468834
96855.5681343944,2025-05-03 00:00:00,1923251765866.1472,23276376191.483967
95922.86842404422,2025-05-04 00:00:00,1904894886394.57,13797554863.642815
94326.62048529249,2025-05-05 00:00:00,1872812442453.0322,14903122945.616686
94758.8237105546,2025-05-06 00:00:00,1882511286487.958,24086456278.203846
96854.53198815876,2025-05-07 00:00:00,1923643840814.599,23348052607.071873
97026.49376966801,2025-05-08 00:00:00,1927134557858.269,64376174032.08048
103076.27555512934,2025-05-09 00:00:00,2047883753852.6929,50020047720.65604
102962.54045692299,2025-05-10 00:00:00,2045046445523.5242,40800894903.23446
104630.8792994166,2025-05-11 00:00:00,2077132539531.3464,21558992540.042442
103994.061616746,2025-05-12 00:00:00,2065659960471.3655,27389436049.454792
102876.8304286011,2025-05-13 00:00:00,2044347271866.1707,43090605819.36596
104184.49039270742,2025-05-14 00:00:00,2069356072124.024,33861432519.50822
103594.42575090709,2025-05-15 00:00:00,2057798367292.5637,28398245846.798244
103708.85136423641,2025-05-16 00:00:00,2060142559914.034,31823340473.339912
103556.03493982446,2025-05-17 00:00:00,2057725640290.0767,25887953182.14765
103212.36483885496,2025-05-18 00:00:00,2050318521477.805,18950056010.479057
106030.6376831359,2025-05-19 00:00:00,2104889720872.8306,30744060179.802963
105629.41580436694,2025-05-20 00:00:00,2098485415895.0496,43339734153.75087
106786.71995834043,2025-05-21 00:00:00,2121778617273.821,36393687094.25122
109665.86371625263,2025-05-22 00:00:00,2178838967665.505,60722883113.84
111560.356938144,2025-05-23 00:00:00,2214712145787.249,52218408239.45193
107216.66856870624,2025-05-24 00:00:00,2131595896624.4407,49251745837.96465
107831.36374380375,2025-05-25 00:00:00,2142540077685.2197,27128230116.517162
108861.81037744327,2025-05-26 00:00:00,2163072841533.6133,29652659665.048733
109377.71513263129,2025-05-27 00:00:00,2173059855839.4187,27950577137.918888
109068.45694901445,2025-05-28 00:00:00,2167551887130.0073,38978783508.88622
107838.18431100152,2025-05-29 00:00:00,2143342706888.307,29794278037.284946
105745.41660358038,2025-05-30 00:00:00,2101348752694.3137,38279231892.56757
104010.91956242644,2025-05-31 00:00:00,2066830946978.0637,39680060337.610214
104687.50742934884,2025-06-01 00:00:00,2080467809295.7695,20432694555.09522
105710.00593822816,2025-06-02 00:00:00,2101178071590.9749,17721500507.53389
105884.74263221149,2025-06-03 00:00:00,2104229403094.936,26313843058.73954
105434.47745144971,2025-06-04 00:00:00,2095294001281.4797,25925661121.080395
104812.9182188067,2025-06-05 00:00:00,2083148839111.2068,25812143562.797962
101650.7387545425,2025-06-06 00:00:00,2020294099992.3677,39711941132.0234
104409.74967959142,2025-06-07 00:00:00,2075175500201.4253,29897390978.090103
105681.4546141758,2025-06-08 00:00:00,2100553336902.5076,17749731308.73042
105692.24740699006,2025-06-09 00:00:00,2100654769399.4705,16044679696.270103
110261.57485948496,2025-06-10 00:00:00,2191877481230.9468,38222993297.50514
110212.73252109604,2025-06-11 00:00:00,2189350055406.3333,36303839182.734825
108679.9760916168,2025-06-12 00:00:00,2159529375273.4956,30338936631.626648
105979.22902375912,2025-06-13 00:00:00,2107911943768.2988,35865159511.38857
106045.56440819203,2025-06-14 00:00:00,2107973087547.7922,49471015505.74361
105482.90611628917,2025-06-15 00:00:00,2097486541223.27,17916412455.866283
105554.49383061715,2025-06-16 00:00:00,2098499110552.6216,16568441852.649668
106951.2720181497,2025-06-17 00:00:00,2127895470544.7178,32095957011.724205
104683.42479835715,2025-06-18 00:00:00,2080968120976.949,38603212010.889435
104722.695052907,2025-06-19 00:00:00,2081677732261.6853,30339326410.154945
104690.65002458123,2025-06-20 00:00:00,2081355279873.408,18063282658.152298
103290.105144757,2025-06-21 00:00:00,2054120245608.2085,30632751225.407444
101532.5683847329,2025-06-22 00:00:00,2017415966695.5278,21644463198.719532
100852.58264648831,2025-06-23 00:00:00,2005179769771.7349,51287142390.02526
105511.62437933135,2025-06-24 00:00:00,2097741233586.5918,50011797128.6837
105976.06929808448,2025-06-25 00:00:00,2107110352429.8032,31704641076.941063
107238.53045016268,2025-06-26 00:00:00,2132141147369.0017,30468274982.034847
106984.01253775663,2025-06-27 00:00:00,2127292099754.93,24320699663.15122
107078.91560644074,2025-06-28 00:00:00,2129020567385.9595,25194306261.888832
107331.58548463577,2025-06-29 00:00:00,2134239999929.6584,8960877693.57604
108396.61631317894,2025-06-30 00:00:00,2155183166489.813,14881078675.366829
107132.79910701896,2025-07-01 00:00:00,2130471589191.581,22489515582.41552
105613.39974163055,2025-07-02 00:00:00,2100087563077.9324,25033160828.30909
108824.44423167943,2025-07-03 00:00:00,2163835371770.0977,36395184773.06136
109602.20483914016,2025-07-04 00:00:00,2179664531219.9346,29892049537.628605
108040.8919400104,2025-07-05 00:00:00,2148601712907.3433,24248906784.57383
108217.46849992426,2025-07-06 00:00:00,2152344091389.654,10042942280.966904
109215.19771840284,2025-07-07 00:00:00,2171497503296.0474,14638669497.351297
108300.71675785031,2025-07-08 00:00:00,2153777588647.4504,25493246475.80407
108953.19187727802,2025-07-09 00:00:00,2167049398056.7417,20488865138.27645
111327.53054245669,2025-07-10 00:00:00,2215210888568.426,37078460440.66385
115879.65030112496,2025-07-11 00:00:00,2303292356999.7437,56204086624.04028
117571.02510036016,2025-07-12 00:00:00,2338612196961.7437,64185145923.88688
117418.95745007684,2025-07-13 00:00:00,2335485977830.673,24351256098.393543
119117.55666327637,2025-07-14 00:00:00,2369050366835.5605,27310851454.97692
119833.67446712355,2025-07-15 00:00:00,2383825813673.847,68915956378.80447
117678.19493404306,2025-07-16 00:00:00,2341223394839.9204,80299520980.2335
118748.1627367753,2025-07-17 00:00:00,2363194640209.576,50374263848.76278
119445.36520434043,2025-07-18 00:00:00,2376237382764.3013,49282617205.72662
117988.94664455787,2025-07-19 00:00:00,2347165317624.536,58896449260.69391
117901.62655900871,2025-07-20 00:00:00,2345398337785.541,23934511126.349533
117256.9208222684,2025-07-21 00:00:00,2333757287859.664,36702153882.06748
117482.46977767294,2025-07-22 00:00:00,2337365497467.1313,46344384345.39471
119955.79570607653,2025-07-23 00:00:00,2387516761560.4927,58939000420.94166
118629.05588130427,2025-07-24 00:00:00,2359931875300.5244,45225685167.61703
118354.43517438594,2025-07-25 00:00:00,2354764508342.9937,51940414419.3327
117540.80837085741,2025-07-26 00:00:00,2338855554998.7812,91617702596.10347
117959.54234360624,2025-07-27 00:00:00,2346959472845.027,25145925063.881348
119418.91405141471,2025-07-28 00:00:00,2376524838793.0137,30220402191.467663
118003.30201607826,2025-07-29 00:00:00,2349472897426.4688,43433742203.62158
117853.30892863822,2025-07-30 00:00:00,2345126504020.1143,42860287143.68828
117833.24087995925,2025-07-31 00:00:00,2343717963709.7124,43054424656.58649
115700.00243915782,2025-08-01 00:00:00,2302199162425.1206,45238249453.35885
113234.6051343189,2025-08-02 00:00:00,2253609880959.403,65794680822.25255
112554.90232221723,2025-08-03 00:00:00,2240413983638.112,33543439044.09785
114199.10966460757,2025-08-04 00:00:00,2272802075267.0376,24689273719.085533
115138.68613070177,2025-08-05 00:00:00,2292395156144.1514,32488023582.82734
114128.35408881678,2025-08-06 00:00:00,2271583255077.356,37316213251.97167
115022.09576830892,2025-08-07 00:00:00,2289295036528.6577,32052509631.058872
117463.47451085235,2025-08-08 00:00:00,2337732858703.5435,38289687095.00489
116688.36663186055,2025-08-09 00:00:00,2323026541073.3213,33017415812.97353
116510.08393213755,2025-08-10 00:00:00,2318815857401.68,27638785406.21056
119266.92516880555,2025-08-11 00:00:00,2374097296837.8896,37157754754.85189
118773.79960860992,2025-08-12 00:00:00,2364060561672.9995,61739781527.95854
120202.53485503166,2025-08-13 00:00:00,2392854421745.6157,46941089789.57991
123560.99363577305,2025-08-14 00:00:00,2458895200752.567,61818118105.53991
118405.59579823953,2025-08-15 00:00:00,2360043737045.272,73822008367.99681
117339.79190213277,2025-08-16 00:00:00,2335290383260.173,44268714220.021
117501.21653394958,2025-08-17 00:00:00,2339465736068.208,23202714236.542347
117542.83687778088,2025-08-18 00:00:00,2340648324181.828,20906566026.645443
116256.41276740946,2025-08-19 00:00:00,2313556987528.4634,47337926940.98573
112778.34483555844,2025-08-20 00:00:00,2245419916215.7417,46156885037.403885
114252.39755195397,2025-08-21 00:00:00,2274471285844.184,42166369117.006935
112414.39987336512,2025-08-22 00:00:00,2238121481749.57,32048202090.65466
116834.24948202295,2025-08-23 00:00:00,2326174803320.612,50878158870.82928
115359.98346714744,2025-08-24 00:00:00,2296786080139.701,27306719885.257973
113399.54847314971,2025-08-25 00:00:00,2259663171125.389,40682656776.69001
110185.35443900425,2025-08-26 00:00:00,2194453712375.598,52854872363.936554
111842.70999260596,2025-08-27 00:00:00,2227025695775.593,43023800053.0546
111216.08479629169,2025-08-28 00:00:00,2215255294289.9937,36957904262.995804
112525.59740669793,2025-08-29 00:00:00,2239422945686.892,34222495087.206894
108480.30666639366,2025-08-30 00:00:00,2160278651486.2852,51702115726.38959
108781.95727925687,2025-08-31 00:00:00,2166165747945.1812,27799981330.792213
108253.36092385623,2025-09-01 00:00:00,2155694976689.5986,26140904019.246822
109162.68557992298,2025-09-02 00:00:00,2174100506466.4321,42999610648.39302
111190.18209845416,2025-09-03 00:00:00,2212595221503.454,50235464642.845955
111711.51977725117,2025-09-04 00:00:00,2225365905592.233,36406080683.42747
110724.736377486,2025-09-05 00:00:00,2204051936301.3257,38708366685.43147
110662.18112628513,2025-09-06 00:00:00,2204045604630.5625,56020470627.40665
110209.1888247784,2025-09-07 00:00:00,2195288669199.568,19340758702.076332
111131.9923868407,2025-09-08 00:00:00,2213764479139.3647,22147049159.335133
112025.12878118771,2025-09-09 00:00:00,2231763512226.867,37159847899.8603
111547.43956434788,2025-09-10 00:00:00,2222026777598.0474,45338021458.38368
113975.32489468766,2025-09-11 00:00:00,2270241314652.7144,52205187155.05567
115503.16663193036,2025-09-12 00:00:00,2299764311655.674,43752917632.95067
116160.14344594491,2025-09-13 00:00:00,2314347371939.946,51192951485.864395
115970.58488443034,2025-09-14 00:00:00,2310166037871.29,30063858747.76022
115373.55555886829,2025-09-15 00:00:00,2297459118244.424,26889399414.610912
115397.25272727509,2025-09-16 00:00:00,2297977599504.5527,46947581231.08198
116762.8496864193,2025-09-17 00:00:00,2325326932460.9644,39964451595.099724
116455.94648225319,2025-09-18 00:00:00,2321583680138.891,54740952295.37868
117145.49508952006,2025-09-19 00:00:00,2333705338232.097,43642467075.25838
115655.81046441344,2025-09-20 00:00:00,2303469041668.8,34296721252.33001
115715.51536781774,2025-09-21 00:00:00,2305371926506.302,18774953731.290394
115304.47999407038,2025-09-22 00:00:00,2297332085237.645,18659113982.495464
112696.74101711863,2025-09-23 00:00:00,2245929069310.8535,69152342029.46799
112022.16587861195,2025-09-24 00:00:00,2232693472656.6514,46154878824.043465
113320.56908541008,2025-09-25 00:00:00,2257741194218.8286,46677543220.334526
108963.53013595635,2025-09-26 00:00:00,2171950311711.4429,74481796351.47305
109710.20874667744,2025-09-27 00:00:00,2185866776171.5464,55257214020.568245
109654.81021075726,2025-09-28 00:00:00,2185203231301.0562,23294896964.31016
112142.57362752674,2025-09-29 00:00:00,2235798877396.134,31274654338.51212
114309.15041119447,2025-09-30 00:00:00,2278362523594.3135,57833295882.65785
114024.22783550054,2025-10-01 00:00:00,2272137555069.4507,57718901820.70616
118503.24451752483,2025-10-02 00:00:00,2359569556068.08,69920179085.4708
120611.71911591051,2025-10-03 00:00:00,2399524207991.5527,71252850672.75252
122250.15186842803,2025-10-04 00:00:00,2436956902844.7153,83155430408.51796
122380.93708463266,2025-10-05 00:00:00,2438832157552.7866,35161626561.80918
123506.18520027678,2025-10-06 00:00:00,2461221856764.1885,72011486031.26575
124773.50823074432,2025-10-07 00:00:00,2486073086655.2866,69605991064.72382
121518.75593575071,2025-10-08 00:00:00,2421938444026.2783,76087884719.80028
123352.50487523204,2025-10-09 00:00:00,2459003621170.118,62576032795.36722
121698.03066778315,2025-10-10 00:00:00,2423288659157.484,72097306668.91356
113201.74064138904,2025-10-11 00:00:00,2265659827789.9917,151002213089.8765
110853.11663883903,2025-10-12 00:00:00,2211404015103.109,108643865752.17674
115189.5714637257,2025-10-13 00:00:00,2294724465036.9785,93857100744.12454
115222.28302116522,2025-10-14 00:00:00,2296863527017.9863,68935270367.04033
113156.56943826913,2025-10-15 00:00:00,2257545230986.0146,91211854988.91518
110708.66960879423,2025-10-16 00:00:00,2207742082237.0483,68877328886.40259
108076.72862033188,2025-10-17 00:00:00,2154964541836.455,84773160808.27399
106443.61194984635,2025-10-18 00:00:00,2123017949517.1426,94325236794.78163
107156.00337647724,2025-10-19 00:00:00,2135575517405.9185,34412835719.61292
108621.134857428,2025-10-20 00:00:00,2165367850075.0042,45373692612.394394
110608.5714932665,2025-10-21 00:00:00,2205571381112.93,60452111148.140076
108486.10262716639,2025-10-22 00:00:00,2162410619417.9114,105841401713.00197
107618.4266715404,2025-10-23 00:00:00,2145773248654.6448,83996418125.93103
110048.51827291629,2025-10-24 00:00:00,2193901841033.9053,56192643013.57058
110997.80437129698,2025-10-25 00:00:00,2213306367536.756,49120903424.344864
111620.3093731354,2025-10-26 00:00:00,2224861052775.0015,23214874411.212166
114476.01227508577,2025-10-27 00:00:00,2283691326423.212,42483268634.18711
114182.79442806762,2025-10-28 00:00:00,2276235094681.6714,63764801510.65889
112950.34863259472,2025-10-29 00:00:00,2254003248725.4917,66299512352.17796
110046.66925837283,2025-10-30 00:00:00,2194746293754.542,64235327509.05742
108240.76528725718,2025-10-31 00:00:00,2157803742876.0747,72648897659.94229
109573.90555629115,2025-11-01 00:00:00,2185193896779.3408,58800487940.5146
110014.13556776087,2025-11-02 00:00:00,2194075979770.0623,24938475577.849922
110650.2092823146,2025-11-03 00:00:00,2201849942058.28,35098774843.7742
106521.08673825761,2025-11-04 00:00:00,2123664079961.7026,75068433317.86293
101635.2740227234,2025-11-05 00:00:00,2026091188341.184,108965721650.60309
103877.95965955159,2025-11-06 00:00:00,2073000557933.8025,77083907216.62631
101322.6402945857,2025-11-07 00:00:00,2019147576692.263,64118217249.57436
103396.084215925,2025-11-08 00:00:00,2063021740892.1375,93627003785.31018
102290.13714655167,2025-11-09 00:00:00,2039995976869.1492,51095924202.31797
104709.67861656273,2025-11-10 00:00:00,2086419359800.0503,59952468437.71812
105909.07272321742,2025-11-11 00:00:00,2112747067951.9028,67546556819.52642
102960.77564500563,2025-11-12 00:00:00,2053215927640.825,71008299178.73956
101521.70859453593,2025-11-13 00:00:00,2025837265459.7573,63332414142.58827
99730.4533956204,2025-11-14 00:00:00,1996168972711.9963,100463341916.4732
94456.39368235337,2025-11-15 00:00:00,1891799949910.1116,113198323665.38873
95508.31019889197,2025-11-16 00:00:00,1905234340631.9912,39062120798.23745
94411.32947182967,2025-11-17 00:00:00,1883240679702.7427,72645149972.7847
92036.7255045672,2025-11-18 00:00:00,1835458818945.8962,95794596045.06412
92819.75921500899,2025-11-19 00:00:00,1851234710246.605,103837258806.01602
91363.27838693369,2025-11-20 00:00:00,1820062799702.324,82897875507.45229
86649.97257918229,2025-11-21 00:00:00,1731258563683.1287,99171039191.1295
85051.8019295002,2025-11-22 00:00:00,1697723941246.0479,135093457122.46469
84682.62429147748,2025-11-23 00:00:00,1690556523055.809,42644968955.2184
86783.84766839583,2025-11-24 00:00:00,1732233225777.4016,60446592409.29218
88229.35740719768,2025-11-25 00:00:00,1761564072532.238,77606296173.43544
87310.33159950442,2025-11-26 00:00:00,1742162762885.542,67956444142.18749
90474.22677969698,2025-11-27 00:00:00,1806439309544.997,69690430587.90018
91279.06057176423,2025-11-28 00:00:00,1821778517479.9226,59295194347.668594
90950.37695910994,2025-11-29 00:00:00,1814919896425.4082,62833195066.53989
90841.45258193677,2025-11-30 00:00:00,1812771321410.9438,39253888201.69327
90406.28448571145,2025-12-01 00:00:00,1807818977105.3909,40334819409.843475
86281.49519776918,2025-12-02 00:00:00,1723547230444.7913,92988982967.24597
91344.73275150165,2025-12-03 00:00:00,1824843161126.1372,83138039128.81346
93619.43750817103,2025-12-04 00:00:00,1868050658597.6572,81429135004.88295
92140.70419795791,2025-12-05 00:00:00,1839369557445.9072,67878296355.02588
89307.09154512963,2025-12-06 00:00:00,1782798987370.1692,50193142876.74388
89244.7620814118,2025-12-07 00:00:00,1781194798199.8435,24818678152.49986
90162.90714007126,2025-12-08 00:00:00,1799656690088.5503,33912893266.90874
90618.0535204608,2025-12-09 00:00:00,1808394676576.639,45466493941.40448
92723.21372069631,2025-12-10 00:00:00,1852116289106.247,54575121853.64529
92005.13714957413,2025-12-11 00:00:00,1837321739746.956,52189659395.756485
92494.17691640415,2025-12-12 00:00:00,1848922166365.7808,53232377699.408394
90307.26028567803,2025-12-13 00:00:00,1803244893514.8884,67750393558.62937
90257.4292885891,2025-12-14 00:00:00,1801496999571.6902,35222775785.402145
88230.77409367911,2025-12-15 00:00:00,1761380944797.1238,33808538697.042442
86413.9190195637,2025-12-16 00:00:00,1724624039059.303,50630498834.055145
87821.88919109134,2025-12-17 00:00:00,1751373602587.6565,48317754254.70281
86064.94716216,2025-12-18 00:00:00,1718491930388.8372,48886793507.656334
85450.3312009302,2025-12-19 00:00:00,1704341132953.6216,58649139178.511856
88103.86075721023,2025-12-20 00:00:00,1759398134896.644,51932451056.500565
88347.94310567998,2025-12-21 00:00:00,1762805314679.9844,17103607834.780054
88577.42038358838,2025-12-22 00:00:00,1768920028841.514,22541294542.323105
88491.12020788102,2025-12-23 00:00:00,1767081210842.8062,41948947368.210236
87406.43636737975,2025-12-24 00:00:00,1745209464473.6252,46353794741.509995
87642.60888119951,2025-12-25 00:00:00,1749379166231.2852,29100645180.040016
87229.78066010943,2025-12-26 00:00:00,1741491085115.601,22773603342.32636
87305.95655961394,2025-12-27 00:00:00,1743187621561.159,47130449135.786705
87807.003210775,2025-12-28 00:00:00,1753375412209.345,15670944599.660688
87822.90829076794,2025-12-29 00:00:00,1753595375313.038,17428479525.19913
87156.56266080117,2025-12-30 00:00:00,1739794323451.9631,53957962807.988785
88414.62856073362,2025-12-31 00:00:00,1765833387995.6162,39734225800.079216
87520.18048742875,2026-01-01 00:00:00,1747837206254.3643,37245075349.02766
88727.67004249741,2026-01-02 00:00:00,1771365149347.3962,21163124465.205833
89926.27924953419,2026-01-03 00:00:00,1795890115524.7178,50705395175.73333
90593.85443180417,2026-01-04 00:00:00,1809211438368.9963,23480735292.761147
91373.21588108438,2026-01-05 00:00:00,1824986876689.233,31050236622.948975
93926.7956485658,2026-01-06 00:00:00,1876558232963.0544,59451605754.8414
93666.86387314305,2026-01-07 00:00:00,1870043996457.1855,57439451725.50999
91257.15544035907,2026-01-08 00:00:00,1822220317807.3809,47910812257.04945
90983.51578142625,2026-01-09 00:00:00,1817249307661.4592,48319133568.469185
90504.89560340019,2026-01-10 00:00:00,1807784901284.322,43664879516.319695
90442.01907847001,2026-01-11 00:00:00,1806483854865.5005,13961660357.407768
90819.36598904192,2026-01-12 00:00:00,1814078415941.0112,19870776213.774654
91134.96917951507,2026-01-13 00:00:00,1820530763450.6675,46923085427.627655
95260.4422971001,2026-01-14 00:00:00,1902289955573.257,66844465446.74208
97007.78078881276,2026-01-15 00:00:00,1938292963237.8118,68433627980.993996
95584.82797878512,2026-01-16 00:00:00,1909227332523.1567,59629891835.2242
95516.07771987123,2026-01-17 00:00:00,1907673016263.0132,37208122951.606445
95099.53192554631,2026-01-18 00:00:00,1899912876486.1714,17839431205.011776
93752.70577188236,2026-01-19 00:00:00,1874976961280.7039,23132534225.645782
92558.46334372147,2026-01-20 00:00:00,1849232162887.1968,43338958368.50777
88312.84053255555,2026-01-21 00:00:00,1764030499464.2656,60578606228.98298
89354.34377512129,2026-01-22 00:00:00,1785123532735.0352,62357735672.95213
89443.39744146909,2026-01-23 00:00:00,1787014846080.977,39301750755.698135
89412.39849953113,2026-01-24 00:00:00,1786292506432.339,43393369570.58639
89170.87364531498,2026-01-25 00:00:00,1781979789713.3386,16537403154.850498
86548.32213469829,2026-01-26 00:00:00,1731460015137.4014,39912523619.12114
88307.8612070438,2026-01-27 00:00:00,1764540020523.9114,50644433646.50017
89204.22239644526,2026-01-28 00:00:00,1782508769730.2656,43778458930.62677
89162.09701574955,2026-01-29 00:00:00,1781310220302.3276,45893249753.273575
84570.40906135936,2026-01-30 00:00:00,1689639802554.1016,70962598615.0189
84141.77856967277,2026-01-31 00:00:00,1680807873673.8472,79515463845.849
78725.85853884545,2026-02-01 00:00:00,1573735495563.3943,78488542272.81866
76937.06406636834,2026-02-02 00:00:00,1537520318473.685,58330740751.53287
78767.65815345927,2026-02-03 00:00:00,1573216672021.9187,84675130404.55545
75018.81813915103,2026-02-03 19:21:50,1491516561223.2886,66754319215.7474
